"","ctr.1","ctr.2","ctr.3","ctr.4","als.1","als.2","als.3","als.4"
"TAF7",73,84,83,70,70,68,89,83
"TAF7L",0,0,0,0,0,0,0,0
"TAF8",4,3,3,3,3,3,3,3
"TAF9",42,44,52,46,51,38,46,59
"TAF9B",21,11,18,16,20,9,20,22
"TAG",0,0,0,0,0,0,0,0
"TAGAP",0,0,0,0,0,0,0,0
"TAGLN",30,6,24,169,12,4,13,14
"TAGLN2",97,36,123,44,115,85,81,86
"TAGLN3",63,72,116,54,128,80,133,125
"TAKR",0,0,0,0,0,0,0,0
"TAL1",0,0,0,0,0,0,0,0
"TAL2",1,0,0,0,0,0,1,0
"TALDO1",66,40,69,65,67,31,73,71
"TAMM41",8,3,6,5,6,4,6,6
"TANC1",6,1,3,4,2,2,1,2
"TANC2",8,7,8,7,9,11,7,8
"TANK",9,6,8,9,9,6,8,10
"TAOK1",20,12,14,15,17,17,15,18
"TAOK2",17,14,18,12,20,17,19,18
"TAOK3",12,9,10,9,13,16,12,12
"TAP1",5,1,6,4,5,3,2,2
"TAP2",3,1,3,3,4,3,2,2
"TAPBP",17,10,18,19,18,14,19,13
"TAPBPL",0,0,0,1,0,1,0,0
"TAPT1",6,3,7,6,7,4,6,5
"TARBP1",4,3,2,2,2,4,2,1
"TARBP2",12,10,12,10,13,6,14,14
"TARDBP",39,32,33,29,36,37,38,39
"TARP",0,0,0,0,0,0,0,0
"TARS",32,41,33,36,34,22,33,40
"TARS2",10,7,9,8,11,8,10,12
"TARSL2",8,5,9,7,10,7,4,10
"TAS1R1",0,0,0,0,0,0,0,0
"TAS1R2",0,0,0,0,0,0,0,0
"TAS1R3",0,0,1,0,1,0,1,1
"TAS2R1",0,0,0,0,0,0,0,0
"TAS2R10",0,0,0,0,0,0,0,0
"TAS2R13",0,0,0,0,0,0,0,0
"TAS2R14",1,1,1,1,0,1,1,0
"TAS2R19",1,1,0,1,0,0,0,0
"TAS2R20",0,1,0,0,0,0,0,0
"TAS2R3",0,0,0,0,0,0,0,0
"TAS2R30",0,0,0,0,0,0,0,0
"TAS2R31",0,0,0,1,0,0,0,0
"TAS2R4",0,0,0,0,0,0,0,0
"TAS2R40",0,0,0,0,0,0,0,0
"TAS2R42",0,0,0,0,0,0,0,0
"TAS2R43",0,0,0,0,0,0,0,0
"TAS2R46",0,0,0,0,0,0,0,0
"TAS2R5",1,1,0,0,0,1,0,0
"TAS2R50",0,0,0,0,0,0,0,0
"TAS2R60",0,0,0,0,0,0,0,0
"TAS2R7",0,0,0,0,0,0,0,0
"TAS2R8",0,0,0,0,0,0,0,0
"TAS2R9",0,0,0,0,0,0,0,0
"TASP1",3,1,2,2,2,1,2,2
"TAT",0,0,0,0,0,0,0,0
"TATDN1",12,15,15,12,15,10,13,19
"TATDN2",11,8,13,11,14,9,12,13
"TATDN3",5,3,6,4,6,4,6,6
"TAX1BP1",38,35,39,34,43,31,41,49
"TAX1BP3",27,18,22,35,21,14,28,20
"TAZ",10,10,7,7,8,9,9,7
"TBC1D1",5,5,5,5,5,3,7,5
"TBC1D10A",5,5,5,5,6,5,5,6
"TBC1D10B",20,15,22,17,25,15,24,25
"TBC1D10C",0,0,0,0,0,0,0,0
"TBC1D12",3,3,5,4,4,3,4,5
"TBC1D13",12,4,13,10,13,6,11,13
"TBC1D14",45,18,33,29,38,28,37,37
"TBC1D15",6,7,5,6,6,6,5,7
"TBC1D16",22,12,22,20,25,21,26,26
"TBC1D17",14,19,14,15,17,17,15,14
"TBC1D19",5,3,7,4,5,4,5,6
"TBC1D2",1,1,1,1,1,1,1,1
"TBC1D20",12,11,12,14,12,12,12,12
"TBC1D21",0,0,0,0,0,0,0,0
"TBC1D22A",4,2,4,5,5,2,4,5
"TBC1D22B",6,5,7,5,7,5,6,6
"TBC1D23",8,6,8,9,9,7,8,11
"TBC1D24",5,5,7,5,7,6,7,6
"TBC1D25",5,8,7,5,8,9,7,7
"TBC1D26",1,1,0,1,0,1,0,0
"TBC1D28",0,0,0,0,0,0,0,0
"TBC1D29",0,0,0,0,0,0,0,0
"TBC1D2B",4,2,4,9,3,4,3,3
"TBC1D3",0,1,0,0,1,1,0,0
"TBC1D30",1,2,3,1,3,2,3,3
"TBC1D3B",0,0,0,0,0,0,0,0
"TBC1D3C",1,4,0,0,1,0,0,0
"TBC1D3F",11,14,6,9,5,24,9,5
"TBC1D3G",0,0,0,0,0,0,0,0
"TBC1D3H",0,0,0,0,0,0,0,0
"TBC1D3P1-DHX40P1",1,0,1,0,0,0,0,0
"TBC1D3P2",0,0,0,0,0,0,0,0
"TBC1D3P5",0,0,0,0,0,0,0,0
"TBC1D4",1,2,2,3,1,1,1,1
"TBC1D5",15,11,14,15,14,10,14,13
"TBC1D7",14,15,12,13,15,12,14,14
"TBC1D8",3,1,2,2,2,2,2,2
"TBC1D8B",1,0,1,3,0,0,0,1
"TBC1D9",12,9,17,13,19,17,13,15
"TBC1D9B",37,11,29,42,36,17,33,27
"TBCA",122,130,133,120,136,95,119,173
"TBCB",60,50,75,55,81,37,73,85
"TBCC",11,8,14,11,17,8,18,18
"TBCCD1",6,3,6,5,7,4,7,7
"TBCD",23,18,30,22,26,16,30,24
"TBCE",11,5,14,10,14,4,12,13
"TBCEL",4,3,4,4,4,4,4,4
"TBCK",10,4,11,8,9,5,11,9
"TBK1",6,3,5,4,5,4,5,6
"TBKBP1",8,11,9,8,7,11,8,7
"TBL1X",6,3,6,10,4,7,5,5
"TBL1XR1",12,13,12,13,12,14,14,13
"TBL1Y",1,1,0,0,1,0,1,1
"TBL2",11,6,11,16,12,8,12,13
"TBL3",13,10,14,13,16,9,14,15
"TBP",9,7,10,8,12,11,10,12
"TBPL1",15,21,17,12,15,12,17,20
"TBPL2",0,0,0,0,0,0,0,0
"TBR1",0,0,0,1,1,0,0,0
"TBRG1",7,5,8,6,8,7,8,9
"TBRG4",19,17,16,15,20,15,19,21
"TBX1",0,0,0,0,0,0,0,0
"TBX10",1,0,1,0,0,0,0,0
"TBX15",2,0,0,0,0,0,1,0
"TBX18",0,0,0,1,0,0,0,0
"TBX19",1,1,0,0,0,1,0,0
"TBX2",3,2,3,7,3,1,2,3
"TBX20",0,0,0,0,0,0,0,0
"TBX21",0,0,0,0,0,0,0,0
"TBX22",0,0,0,0,0,0,0,0
"TBX3",0,0,1,11,0,0,0,0
"TBX4",0,0,0,4,0,0,0,0
"TBX5",1,0,0,1,0,0,0,0
"TBX5-AS1",0,0,0,0,0,0,0,0
"TBX6",0,0,0,1,1,1,0,0
"TBXA2R",0,0,0,0,0,0,0,0
"TBXAS1",0,0,0,0,0,0,1,0
"TC2N",4,0,5,2,4,2,1,3
"TCAIM",14,6,11,9,13,6,14,14
"TCAM1P",0,0,0,0,0,0,0,0
"TCAP",3,5,3,1,2,5,4,3
"TCEA1",49,52,46,54,49,40,50,53
"TCEA2",28,18,28,27,34,17,33,31
"TCEA3",1,1,1,1,1,1,0,0
"TCEAL1",10,10,18,22,12,19,11,12
"TCEAL2",15,8,20,9,24,12,24,22
"TCEAL3",33,16,52,49,32,38,30,28
"TCEAL4",57,36,120,112,65,71,61,59
"TCEAL5",7,7,13,10,12,10,6,10
"TCEAL6",0,0,0,0,1,0,1,1
"TCEAL7",11,15,26,19,26,18,12,20
"TCEAL8",33,26,62,78,34,25,31,39
"TCEANC",1,1,2,2,1,2,2,1
"TCEANC2",4,2,4,3,4,2,3,4
"TCEB1",20,18,27,21,26,17,26,30
"TCEB2",180,214,226,198,249,171,247,261
"TCEB3",12,24,11,10,13,16,12,14
"TCEB3B",0,0,0,0,0,0,0,0
"TCEB3C",0,0,0,0,0,0,0,0
"TCEB3CL",0,0,0,0,0,0,0,0
"TCERG1",19,32,15,13,15,26,17,16
"TCERG1L",0,3,4,0,1,1,4,2
"TCF12",35,24,38,39,43,22,61,42
"TCF15",0,1,1,0,0,0,0,0
"TCF19",6,1,4,5,5,1,5,4
"TCF20",13,11,11,10,12,12,13,13
"TCF21",0,0,0,4,0,0,0,0
"TCF24",0,0,0,0,0,0,0,0
"TCF25",50,38,51,48,54,33,52,51
"TCF3",43,32,30,30,31,25,39,36
"TCF4",17,7,14,24,14,10,17,16
"TCF7",1,0,1,1,1,0,1,1
"TCF7L1",16,10,13,17,11,5,14,12
"TCF7L2",11,8,6,11,7,8,11,7
"TCFL5",5,4,4,5,4,4,5,3
"TCHH",0,0,0,0,0,0,0,0
"TCHP",7,5,6,5,6,6,6,5
"TCIRG1",0,1,1,3,0,1,0,0
"TCL1A",0,0,0,0,0,0,0,0
"TCL1B",0,0,0,0,0,0,0,0
"TCL6",0,0,0,0,0,0,0,0
"TCN1",0,0,0,0,0,0,0,0
"TCN2",12,5,9,14,11,4,10,10
"TCOF1",12,7,10,10,11,7,11,11
"TCP1",69,104,83,75,95,72,87,114
"TCP10",0,0,0,0,0,0,0,0
"TCP10L",1,1,1,1,1,2,1,1
"TCP10L2",0,0,0,0,0,0,0,0
"TCP11",0,0,0,0,0,0,0,0
"TCP11L1",6,8,6,6,7,8,7,7
"TCP11L2",6,5,5,4,6,4,5,5
"TCTA",10,3,7,10,12,4,8,9
"TCTE1",1,0,1,0,2,1,1,1
"TCTE3",1,1,0,0,0,1,0,0
"TCTEX1D1",2,0,3,0,6,0,4,3
"TCTEX1D2",29,13,28,20,34,12,32,32
"TCTEX1D4",0,0,0,0,1,0,0,0
"TCTN1",15,8,12,10,15,6,13,13
"TCTN2",13,5,14,10,18,6,16,14
"TCTN3",17,8,17,16,17,9,18,18
"TDG",14,6,16,11,17,8,17,22
"TDGF1",0,0,0,0,0,0,0,0
"TDGF1P3",0,0,0,0,0,0,0,0
"TDH",0,0,0,0,0,0,0,0
"TDO2",0,0,0,0,0,0,0,0
"TDP1",10,5,9,7,10,6,11,10
"TDP2",15,10,15,12,16,10,16,16
"TDRD1",0,0,0,0,0,0,0,0
"TDRD10",0,0,0,0,0,0,0,0
"TDRD12",0,0,0,0,0,0,0,0
"TDRD3",10,14,9,8,10,10,10,10
"TDRD5",0,0,0,0,0,0,0,0
"TDRD6",0,0,0,0,0,0,0,0
"TDRD7",3,1,3,2,3,2,2,3
"TDRD9",0,0,0,0,0,0,0,0
"TDRG1",0,0,0,0,0,0,0,0
"TDRKH",9,7,8,7,12,9,9,9
"TEAD1",19,8,11,14,12,9,11,11
"TEAD2",32,12,18,27,19,7,27,23
"TEAD3",3,4,5,11,2,4,4,3
"TEAD4",2,2,2,2,3,1,3,3
"TEC",0,0,0,0,0,0,0,0
"TECPR1",11,7,10,7,11,11,12,9
"TECPR2",8,3,7,6,7,6,7,7
"TECR",84,101,84,74,97,68,95,98
"TECRL",0,0,0,0,0,0,0,0
"TECTA",1,1,1,0,1,1,1,1
"TECTB",0,0,0,0,0,0,0,0
"TEDDM1",0,0,0,0,0,0,0,0
"TEF",6,4,3,7,4,4,4,4
"TEFM",4,2,5,4,5,2,5,6
"TEK",1,0,0,8,0,0,0,0
"TEKT1",6,0,3,1,9,0,7,5
"TEKT2",20,7,7,6,15,6,13,9
"TEKT3",1,1,0,1,0,1,0,0
"TEKT4",0,0,0,0,1,0,1,0
"TEKT4P2",0,4,0,0,1,0,0,0
"TEKT5",0,0,0,0,0,0,0,0
"TELO2",9,4,8,6,8,5,10,8
"TEN1",6,4,5,5,4,3,4,3
"TEN1-CDK3",2,1,1,0,1,1,1,0
"TENC1",1,1,2,8,1,1,1,1
"TENM1",1,1,1,2,1,1,1,1
"TENM2",6,6,7,7,7,7,5,6
"TENM3",16,10,14,22,12,8,17,12
"TENM4",7,5,10,7,7,8,8,7
"TEP1",2,1,1,1,1,1,1,1
"TEPP",1,0,0,0,0,1,0,0
"TERC",0,0,0,0,0,0,0,0
"TERF1",17,10,14,12,14,10,14,14
"TERF2",14,13,15,11,18,15,18,16
"TERF2IP",73,136,92,56,110,125,104,113
"TERT",0,0,0,0,0,0,0,0
"TES",3,7,8,11,5,4,6,4
"TESC",4,1,3,2,3,5,2,2
"TESK1",14,17,15,15,17,21,17,17
"TESK2",1,1,0,1,0,1,0,0
"TESPA1",0,0,0,0,0,0,0,0
"TET1",6,7,4,6,6,6,6,7
"TET2",6,6,6,5,6,6,6,6
"TET3",7,7,6,6,7,8,8,8
"TEX10",8,7,8,7,7,5,8,8
"TEX101",0,0,0,0,0,0,0,0
"TEX11",0,0,0,0,0,0,0,0
"TEX12",0,0,0,0,0,0,0,0
"TEX13B",0,0,0,0,0,0,0,0
"TEX14",0,0,0,0,0,0,0,0
"TEX15",0,0,0,0,0,0,0,0
"TEX19",0,0,0,0,0,0,0,0
"TEX2",7,5,12,8,11,7,9,8
"TEX21P",1,1,0,0,1,0,0,1
"TEX22",1,0,0,0,1,0,1,0
"TEX26",0,0,1,0,0,0,0,1
"TEX26-AS1",0,0,0,0,0,0,0,0
"TEX261",19,6,20,19,21,4,19,21
"TEX264",16,7,19,17,16,8,14,15
"TEX28",0,0,0,0,0,0,0,0
"TEX29",0,0,0,0,0,1,0,0
"TEX30",3,1,2,2,3,2,3,4
"TEX34",0,0,0,0,0,0,0,0
"TEX35",0,0,0,0,0,0,0,0
"TEX37",0,0,0,0,0,0,0,0
"TEX9",12,1,6,5,8,3,7,6
"TF",13,3,11,12,28,7,8,9
"TFAM",6,4,7,5,8,5,7,9
"TFAMP1",0,0,0,0,0,0,0,0
"TFAP2A",1,8,2,2,2,0,5,2
"TFAP2B",1,1,3,2,3,0,8,2
"TFAP2C",0,0,0,0,0,0,0,0
"TFAP2D",0,0,0,0,0,0,0,0
"TFAP2E",0,1,0,0,0,1,0,0
"TFAP4",4,11,3,5,3,6,4,4
"TFB1M",3,2,3,2,3,2,3,3
"TFB2M",3,3,4,3,4,3,3,5
"TFCP2",14,8,10,10,13,12,15,14
"TFCP2L1",0,0,0,0,0,0,0,0
"TFDP1",29,6,29,26,26,11,31,20
"TFDP2",22,11,13,11,13,9,17,17
"TFDP3",0,0,0,0,0,0,0,0
"TFE3",17,23,17,17,16,25,15,15
"TFEB",1,2,1,2,1,1,1,1
"TFEC",0,0,0,0,0,0,0,0
"TFF1",0,0,0,0,0,0,0,0
"TFF3",1,0,2,0,1,0,1,2
"TFG",64,51,61,68,66,36,62,69
"TFIP11",17,10,15,13,17,12,17,17
"TFPI",7,2,8,8,7,2,6,7
"TFPI2",3,0,2,4,2,0,2,2
"TFPT",9,7,9,7,11,5,12,11
"TFR2",1,2,2,2,2,2,2,2
"TFRC",22,19,17,18,20,7,18,22
"TG",0,0,0,0,0,0,0,0
"TGDS",5,3,3,5,4,3,4,6
"TGFA",0,0,0,0,0,0,0,0
"TGFB1",6,4,7,11,3,6,2,3
"TGFB1I1",8,4,6,19,4,2,7,4
"TGFB2",92,22,79,41,83,102,53,51
"TGFB3",3,2,3,29,3,3,2,3
"TGFBI",12,9,31,133,2,2,6,6
"TGFBR1",17,9,19,13,17,10,18,20
"TGFBR2",1,0,1,4,0,0,1,0
"TGFBR3",1,2,1,4,1,1,1,1
"TGFBR3L",0,1,1,1,1,1,1,1
"TGFBRAP1",8,3,8,7,8,5,7,7
"TGIF1",16,8,11,16,11,8,12,9
"TGIF2",14,6,10,12,8,4,11,10
"TGIF2-C20ORF24",5,3,5,4,4,1,6,5
"TGM1",1,1,0,1,1,1,1,0
"TGM2",2,1,5,14,2,1,1,2
"TGM3",0,0,0,0,0,0,0,0
"TGM4",0,0,0,0,0,0,0,0
"TGM7",0,0,0,0,0,0,0,0
"TGOLN2",18,12,17,18,16,15,17,17
"TGS1",7,3,6,6,7,3,7,6
"TH",1,2,10,2,5,5,5,3
"TH1L",33,26,26,26,25,21,31,25
"THADA",5,2,4,4,4,2,4,4
"THAP1",4,5,4,4,4,3,4,4
"THAP10",4,2,3,3,4,2,3,4
"THAP11",17,14,18,19,20,14,20,21
"THAP2",5,2,3,3,5,4,4,5
"THAP3",9,13,9,8,9,11,10,11
"THAP4",16,22,17,19,19,16,18,18
"THAP5",10,4,8,8,10,6,8,9
"THAP6",2,2,2,2,2,2,2,2
"THAP7",16,6,13,14,18,9,18,20
"THAP7-AS1",3,2,2,2,3,2,3,2
"THAP8",7,5,6,7,8,5,8,8
"THAP9",2,1,2,2,2,1,2,2
"THAP9-AS1",7,20,13,9,15,16,9,17
"THBD",0,0,0,0,0,0,0,0
"THBS1",8,2,6,29,4,1,6,3
"THBS2",8,11,15,15,7,21,12,7
"THBS3",17,12,12,12,12,11,13,10
"THBS4",6,8,5,3,4,4,5,4
"THEG",0,0,0,0,0,0,0,0
"THEG5",0,0,0,0,0,0,0,0
"THEGL",0,0,0,0,0,0,0,0
"THEM4",1,0,2,1,2,1,2,2
"THEM5",0,0,0,0,0,0,0,0
"THEM6",4,2,7,6,8,3,6,7
"THEMIS",0,0,0,0,0,0,0,0
"THEMIS2",1,1,1,1,1,1,1,1
"THG1L",8,7,5,9,6,4,7,6
"THNSL1",3,1,3,2,3,1,3,3
"THNSL2",4,2,4,4,5,3,5,2
"THOC1",9,6,8,5,7,5,7,8
"THOC2",13,8,9,9,10,9,11,10
"THOC3",26,13,20,16,22,13,17,25
"THOC5",12,13,11,11,10,9,12,12
"THOC6",11,6,10,12,10,5,13,13
"THOC7",18,10,25,19,24,11,23,28
"THOP1",20,12,18,13,19,12,22,17
"THPO",0,0,0,0,0,0,0,0
"THRA",26,42,29,34,37,62,34,33
"THRAP3",39,23,34,32,35,28,34,35
"THRB",0,0,0,1,0,0,0,0
"THRSP",0,0,0,0,0,0,0,0
"THSD1",0,1,1,0,0,1,0,0
"THSD4",4,2,3,6,2,5,5,1
"THSD7A",2,2,5,2,4,3,5,4
"THSD7B",1,0,1,1,1,0,0,0
"THTPA",14,6,12,12,14,7,13,15
"THUMPD1",10,8,11,9,11,10,11,14
"THUMPD2",3,3,2,2,2,2,2,2
"THUMPD3",8,6,10,11,11,8,13,12
"THY1",7,8,23,45,18,14,14,16
"THYN1",44,29,39,37,50,25,50,49
"TIA1",26,16,18,16,18,17,23,21
"TIAF1",1,1,1,0,0,1,1,1
"TIAL1",19,24,17,17,18,21,17,18
"TIAM1",4,6,4,4,4,5,5,5
"TIAM2",1,1,1,0,2,1,1,2
"TICAM1",1,0,0,1,0,0,0,0
"TICAM2",0,0,0,0,0,0,0,0
"TICRR",3,1,1,2,1,1,1,1
"TIE1",0,1,0,0,0,0,0,0
"TIFA",2,1,2,2,2,1,2,2
"TIFAB",0,0,0,0,0,0,0,0
"TIGD1",8,4,9,7,9,8,11,11
"TIGD2",2,2,2,3,2,2,2,2
"TIGD3",2,1,2,2,4,1,4,4
"TIGD4",1,0,1,1,1,0,1,1
"TIGD5",6,2,6,5,7,4,7,6
"TIGD6",3,1,2,2,2,1,3,3
"TIGD7",5,2,6,5,7,3,6,7
"TIGIT",0,0,0,0,0,0,0,0
"TIMD4",0,0,0,0,0,0,0,0
"TIMELESS",18,9,8,8,9,5,11,11
"TIMM10",16,12,19,16,23,10,24,19
"TIMM13",20,16,22,20,25,14,22,26
"TIMM17A",16,13,21,16,19,14,17,22
"TIMM17B",23,31,28,25,34,25,30,36
"TIMM21",12,9,15,12,15,8,13,16
"TIMM22",12,5,15,12,15,7,14,15
"TIMM23",37,22,40,35,44,24,40,49
"TIMM44",13,18,15,13,17,15,15,19
"TIMM50",17,15,18,15,20,13,19,22
"TIMM8A",4,2,6,4,6,4,5,6
"TIMM8B",37,33,44,37,50,27,44,46
"TIMM9",13,18,15,17,16,13,16,19
"TIMMDC1",19,8,21,17,24,10,18,23
"TIMP1",49,30,57,133,31,20,22,29
"TIMP2",74,82,118,120,94,129,70,80
"TIMP3",10,16,20,33,20,23,10,15
"TIMP4",1,0,2,0,1,0,0,1
"TINAG",0,0,0,0,0,0,0,0
"TINAGL1",0,0,0,4,0,0,0,0
"TINF2",21,11,21,19,23,15,23,26
"TIPARP",7,6,5,8,6,4,6,5
"TIPARP-AS1",0,0,0,0,0,0,0,0
"TIPIN",6,2,4,3,6,2,7,6
"TIPRL",18,21,23,17,24,23,23,28
"TIRAP",3,1,3,3,3,2,3,3
"TISP43",0,0,0,0,0,0,0,0
"TJAP1",10,6,6,8,7,6,8,7
"TJP1",19,6,15,19,15,9,14,14
"TJP2",5,3,4,4,3,2,5,4
"TJP3",0,0,0,0,1,1,0,0
"TK1",10,1,6,8,4,1,7,7
"TK2",5,2,4,4,5,2,4,4
"TKT",146,308,137,209,140,199,148,149
"TKTL1",3,1,4,7,3,1,4,2
"TKTL2",0,0,0,0,0,0,0,0
"TLCD1",3,1,2,2,2,1,2,1
"TLCD2",3,1,2,4,1,1,1,1
"TLE1",9,7,11,21,10,4,14,14
"TLE2",5,1,4,15,5,5,3,3
"TLE3",11,25,11,10,16,21,15,16
"TLE4",56,16,32,24,37,21,33,27
"TLE6",1,0,1,1,1,1,1,1
"TLK1",10,7,9,9,9,6,9,9
"TLK2",12,10,12,9,13,10,13,14
"TLL1",0,0,0,0,0,0,0,0
"TLL2",1,1,2,1,2,1,2,2
"TLN1",22,6,12,25,13,6,11,9
"TLN2",2,1,4,3,4,3,2,3
"TLR1",0,0,0,0,0,0,0,0
"TLR10",0,0,0,0,0,0,0,0
"TLR2",0,0,0,0,0,0,0,0
"TLR3",1,0,1,1,0,0,0,0
"TLR4",1,0,0,1,1,0,0,0
"TLR5",0,0,0,0,0,0,0,0
"TLR6",0,0,0,0,0,0,0,0
"TLR7",0,0,0,0,0,0,0,0
"TLR8-AS1",0,0,0,0,0,0,0,0
"TLR9",0,0,0,0,0,0,0,0
"TLX1",0,0,0,2,0,0,0,0
"TLX1NB",0,0,0,0,0,0,0,0
"TLX2",0,0,0,0,0,0,0,0
"TLX3",0,1,1,2,1,0,4,1
"TM2D1",12,9,15,13,14,9,14,14
"TM2D2",7,5,10,8,10,5,10,11
"TM2D3",20,31,29,19,28,36,13,29
"TM4SF1",4,0,3,3,1,0,1,1
"TM4SF18",0,0,0,0,0,0,0,0
"TM4SF19",0,0,0,0,0,0,0,0
"TM4SF19-TCTEX1D2",0,0,0,0,0,0,0,0
"TM4SF20",0,0,0,0,0,0,0,0
"TM4SF4",0,0,0,0,0,0,0,0
"TM6SF1",4,4,4,3,5,4,4,5
"TM6SF2",0,0,0,0,0,0,0,0
"TM7SF2",37,15,43,35,49,15,38,41
"TM7SF3",16,9,17,14,18,10,15,14
"TM9SF1",25,11,22,22,25,13,23,22
"TM9SF2",50,26,55,54,59,25,51,68
"TM9SF3",31,17,31,29,31,22,28,30
"TM9SF4",27,21,50,44,26,26,25,25
"TMA16",8,4,8,8,8,3,8,8
"TMA7",146,150,162,150,151,115,152,170
"TMBIM1",0,0,1,7,0,0,0,1
"TMBIM4",11,3,7,9,7,4,10,8
"TMBIM6",247,164,237,207,253,166,230,268
"TMC1",0,0,0,0,0,0,0,0
"TMC2",0,0,0,0,0,0,0,0
"TMC3",0,0,0,0,0,0,0,0
"TMC4",1,0,0,0,0,0,0,0
"TMC5",0,0,0,0,0,0,0,0
"TMC6",2,1,1,1,0,1,0,0
"TMC7",1,1,1,1,1,1,1,1
"TMC8",0,0,0,0,0,0,0,0
"TMCC1",11,10,11,9,12,13,10,10
"TMCC2",8,10,12,7,13,15,11,12
"TMCC3",3,1,2,4,2,2,3,2
"TMCO1",17,14,20,16,21,13,20,25
"TMCO3",15,7,17,19,16,9,17,16
"TMCO4",0,0,0,0,0,0,0,0
"TMCO5B",0,0,0,0,0,0,0,0
"TMCO6",7,4,5,4,5,4,6,5
"TMCO7",3,1,3,3,4,2,3,4
"TMED1",17,8,14,16,17,10,17,12
"TMED10",66,45,69,78,61,52,56,54
"TMED10P1",1,0,1,0,1,0,1,1
"TMED11P",0,0,0,0,0,0,0,0
"TMED2",59,52,76,79,82,43,69,94
"TMED3",28,49,35,47,41,38,29,45
"TMED4",52,44,45,50,52,50,52,53
"TMED5",12,8,10,9,13,9,8,10
"TMED6",1,0,0,0,0,0,0,1
"TMED7",19,14,20,18,22,11,18,23
"TMED7-TICAM2",1,4,1,2,1,5,1,1
"TMED8",8,8,9,6,9,12,9,8
"TMED9",75,66,81,106,88,60,82,90
"TMEFF1",21,37,34,16,40,33,40,50
"TMEFF2",13,9,31,16,28,17,25,20
"TMEM100",1,0,1,3,1,0,1,0
"TMEM101",12,16,12,14,13,10,13,15
"TMEM102",2,0,1,1,2,0,1,1
"TMEM104",6,3,5,6,6,4,5,6
"TMEM105",0,0,0,0,0,0,0,0
"TMEM106A",0,0,0,0,0,0,0,0
"TMEM106A-AS1",0,0,0,0,0,0,0,0
"TMEM106B",13,8,14,13,14,10,13,15
"TMEM106C",37,31,35,42,31,29,36,35
"TMEM107",13,3,10,8,12,5,10,9
"TMEM108",5,3,8,3,8,6,8,7
"TMEM109",12,3,11,18,9,3,9,8
"TMEM11",12,17,15,14,16,15,16,18
"TMEM110",7,3,6,6,7,4,6,6
"TMEM110-MUSTN1",0,0,1,1,1,0,1,0
"TMEM114",1,0,0,0,0,0,0,0
"TMEM115",16,6,21,17,20,11,19,19
"TMEM116",4,6,5,5,7,4,5,7
"TMEM117",4,1,4,6,3,2,3,2
"TMEM119",0,0,1,27,0,0,0,0
"TMEM120A",13,23,18,15,17,16,15,17
"TMEM120B",3,3,3,3,3,4,3,3
"TMEM121",4,2,1,3,6,4,7,4
"TMEM123",41,20,23,30,26,18,29,30
"TMEM125",0,0,0,0,0,0,0,0
"TMEM126A",7,13,12,9,12,7,11,14
"TMEM126B",12,9,11,11,12,6,10,12
"TMEM127",12,5,17,13,18,10,16,17
"TMEM128",11,9,16,15,17,12,15,16
"TMEM129",22,15,20,20,21,18,23,20
"TMEM130",9,16,18,22,20,27,14,16
"TMEM131",13,6,13,12,12,7,12,10
"TMEM132A",41,53,61,39,61,58,58,52
"TMEM132B",5,10,12,1,8,16,15,14
"TMEM132C",1,2,3,0,3,3,8,6
"TMEM132D",0,1,5,0,0,2,3,3
"TMEM132E",13,33,30,3,22,47,25,19
"TMEM133",3,1,2,3,2,2,2,1
"TMEM134",14,8,13,18,14,9,12,13
"TMEM135",2,3,2,2,2,2,2,2
"TMEM136",4,4,3,4,4,4,4,3
"TMEM138",7,5,7,6,7,6,7,7
"TMEM139",1,1,1,0,1,1,1,1
"TMEM140",4,1,5,4,4,2,5,5
"TMEM141",15,10,19,25,18,9,17,18
"TMEM143",3,3,4,3,4,3,3,3
"TMEM144",0,0,0,0,0,0,0,0
"TMEM145",10,16,14,6,14,22,15,11
"TMEM147",58,46,66,60,77,36,60,73
"TMEM14A",15,12,24,15,28,13,17,22
"TMEM14B",38,12,36,35,45,10,33,49
"TMEM14C",43,38,48,52,55,30,47,65
"TMEM14E",0,0,0,0,0,0,0,0
"TMEM150A",5,4,6,7,6,5,5,4
"TMEM150B",0,0,0,0,0,0,0,0
"TMEM150C",4,1,4,4,4,2,2,3
"TMEM151A",3,3,9,3,9,8,6,7
"TMEM151B",19,19,24,13,29,30,30,27
"TMEM154",0,0,0,0,0,0,0,0
"TMEM155",0,0,0,0,0,0,0,0
"TMEM156",0,0,0,0,0,0,0,0
"TMEM158",3,3,7,6,6,8,5,7
"TMEM159",6,8,5,5,6,6,7,6
"TMEM160",14,11,18,12,18,9,17,18
"TMEM161A",12,7,10,11,9,8,10,8
"TMEM161B",4,4,4,3,4,5,4,5
"TMEM161B-AS1",15,14,34,22,24,40,36,28
"TMEM163",2,2,3,1,4,3,3,3
"TMEM164",11,9,19,15,9,19,9,9
"TMEM165",13,4,16,15,13,4,12,13
"TMEM167A",36,27,36,27,39,30,33,40
"TMEM167B",13,16,14,13,15,16,14,19
"TMEM168",3,2,4,4,4,2,4,3
"TMEM169",6,3,9,4,11,8,10,14
"TMEM17",3,1,3,2,4,1,2,3
"TMEM170A",12,7,10,7,9,7,9,9
"TMEM170B",6,7,8,5,8,7,8,9
